,L,U
19851124,8.0,8.0
19851125,8.0,8.0
19851126,8.0,8.0
19851127,8.0,8.0
19851128,8.0,8.0
19851129,8.0,8.0
19851130,8.0,8.0
19851201,8.0,8.0
19851202,8.0,8.0
19851203,8.0,8.0
19851204,8.0,8.0
19851205,8.0,8.0
19851206,8.0,8.0
19851207,8.0,8.0
19851208,8.0,8.0
19851209,8.0,8.0
19851210,8.0,8.0
19851211,8.0,8.0
19851212,8.0,8.0
19851213,8.0,8.0
19851214,8.0,8.0
19851215,8.0,8.0
19851216,8.0,8.0
19851217,8.0,8.0
19851218,7.75,7.75
19851219,7.75,7.75
19851220,7.75,7.75
19851221,7.75,7.75
19851222,7.75,7.75
19851223,7.75,7.75
19851224,7.75,7.75
19851225,7.75,7.75
19851226,7.75,7.75
19851227,7.75,7.75
19851228,7.75,7.75
19851229,7.75,7.75
19851230,7.75,7.75
19851231,7.75,7.75
19860101,7.75,7.75
19860102,7.75,7.75
19860103,7.75,7.75
19860104,7.75,7.75
19860105,7.75,7.75
19860106,7.75,7.75
19860107,7.75,7.75
19860108,7.75,7.75
19860109,7.75,7.75
19860110,7.75,7.75
19860111,7.75,7.75
19860112,7.75,7.75
19860113,7.75,7.75
19860114,7.75,7.75
19860115,7.75,7.75
19860116,7.75,7.75
19860117,7.75,7.75
19860118,7.75,7.75
19860119,7.75,7.75
19860120,7.75,7.75
19860121,7.75,7.75
19860122,7.75,7.75
19860123,7.75,7.75
19860124,7.75,7.75
19860125,7.75,7.75
19860126,7.75,7.75
19860127,7.75,7.75
19860128,7.75,7.75
19860129,7.75,7.75
19860130,7.75,7.75
19860131,7.75,7.75
19860201,7.75,7.75
19860202,7.75,7.75
19860203,7.75,7.75
19860204,7.75,7.75
19860205,7.75,7.75
19860206,7.75,7.75
19860207,7.75,7.75
19860208,7.75,7.75
19860209,7.75,7.75
19860210,7.75,7.75
19860211,7.75,7.75
19860212,7.75,7.75
19860213,7.75,7.75
19860214,7.75,7.75
19860215,7.75,7.75
19860216,7.75,7.75
19860217,7.75,7.75
19860218,7.75,7.75
19860219,7.75,7.75
19860220,7.75,7.75
19860221,7.75,7.75
19860222,7.75,7.75
19860223,7.75,7.75
19860224,7.75,7.75
19860225,7.75,7.75
19860226,7.75,7.75
19860227,7.75,7.75
19860228,7.75,7.75
19860301,7.75,7.75
19860302,7.75,7.75
19860303,7.75,7.75
19860304,7.75,7.75
19860305,7.75,7.75
19860306,7.75,7.75
19860307,7.25,7.25
19860308,7.25,7.25
19860309,7.25,7.25
19860310,7.25,7.25
19860311,7.25,7.25
19860312,7.25,7.25
19860313,7.25,7.25
19860314,7.25,7.25
19860315,7.25,7.25
19860316,7.25,7.25
19860317,7.25,7.25
19860318,7.25,7.25
19860319,7.25,7.25
19860320,7.25,7.25
19860321,7.25,7.25
19860322,7.25,7.25
19860323,7.25,7.25
19860324,7.25,7.25
19860325,7.25,7.25
19860326,7.25,7.25
19860327,7.25,7.25
19860328,7.25,7.25
19860329,7.25,7.25
19860330,7.25,7.25
19860331,7.25,7.25
19860401,7.25,7.25
19860402,7.3125,7.3125
19860403,7.3125,7.3125
19860404,7.3125,7.3125
19860405,7.3125,7.3125
19860406,7.3125,7.3125
19860407,7.3125,7.3125
19860408,7.3125,7.3125
19860409,7.3125,7.3125
19860410,7.3125,7.3125
19860411,7.3125,7.3125
19860412,7.3125,7.3125
19860413,7.3125,7.3125
19860414,7.3125,7.3125
19860415,7.3125,7.3125
19860416,7.3125,7.3125
19860417,7.3125,7.3125
19860418,7.3125,7.3125
19860419,7.3125,7.3125
19860420,7.3125,7.3125
19860421,6.75,6.75
19860422,6.75,6.75
19860423,6.75,6.75
19860424,6.75,6.75
19860425,6.75,6.75
19860426,6.75,6.75
19860427,6.75,6.75
19860428,6.75,6.75
19860429,6.75,6.75
19860430,6.75,6.75
19860501,6.75,6.75
19860502,6.75,6.75
19860503,6.75,6.75
19860504,6.75,6.75
19860505,6.75,6.75
19860506,6.75,6.75
19860507,6.75,6.75
19860508,6.75,6.75
19860509,6.75,6.75
19860510,6.75,6.75
19860511,6.75,6.75
19860512,6.75,6.75
19860513,6.75,6.75
19860514,6.75,6.75
19860515,6.75,6.75
19860516,6.75,6.75
19860517,6.75,6.75
19860518,6.75,6.75
19860519,6.75,6.75
19860520,6.75,6.75
19860521,6.75,6.75
19860522,6.8125,6.8125
19860523,6.8125,6.8125
19860524,6.8125,6.8125
19860525,6.8125,6.8125
19860526,6.8125,6.8125
19860527,6.8125,6.8125
19860528,6.8125,6.8125
19860529,6.8125,6.8125
19860530,6.8125,6.8125
19860531,6.8125,6.8125
19860601,6.8125,6.8125
19860602,6.8125,6.8125
19860603,6.8125,6.8125
19860604,6.8125,6.8125
19860605,6.875,6.875
19860606,6.875,6.875
19860607,6.875,6.875
19860608,6.875,6.875
19860609,6.875,6.875
19860610,6.875,6.875
19860611,6.875,6.875
19860612,6.875,6.875
19860613,6.875,6.875
19860614,6.875,6.875
19860615,6.875,6.875
19860616,6.875,6.875
19860617,6.875,6.875
19860618,6.875,6.875
19860619,6.875,6.875
19860620,6.875,6.875
19860621,6.875,6.875
19860622,6.875,6.875
19860623,6.875,6.875
19860624,6.875,6.875
19860625,6.875,6.875
19860626,6.875,6.875
19860627,6.875,6.875
19860628,6.875,6.875
19860629,6.875,6.875
19860630,6.875,6.875
19860701,6.875,6.875
19860702,6.875,6.875
19860703,6.875,6.875
19860704,6.875,6.875
19860705,6.875,6.875
19860706,6.875,6.875
19860707,6.875,6.875
19860708,6.875,6.875
19860709,6.875,6.875
19860710,6.875,6.875
19860711,6.375,6.375
19860712,6.375,6.375
19860713,6.375,6.375
19860714,6.375,6.375
19860715,6.375,6.375
19860716,6.375,6.375
19860717,6.375,6.375
19860718,6.375,6.375
19860719,6.375,6.375
19860720,6.375,6.375
19860721,6.375,6.375
19860722,6.375,6.375
19860723,6.375,6.375
19860724,6.375,6.375
19860725,6.375,6.375
19860726,6.375,6.375
19860727,6.375,6.375
19860728,6.375,6.375
19860729,6.375,6.375
19860730,6.375,6.375
19860731,6.375,6.375
19860801,6.375,6.375
19860802,6.375,6.375
19860803,6.375,6.375
19860804,6.375,6.375
19860805,6.375,6.375
19860806,6.375,6.375
19860807,6.375,6.375
19860808,6.375,6.375
19860809,6.375,6.375
19860810,6.375,6.375
19860811,6.375,6.375
19860812,6.375,6.375
19860813,6.375,6.375
19860814,6.375,6.375
19860815,6.375,6.375
19860816,6.375,6.375
19860817,6.375,6.375
19860818,6.375,6.375
19860819,6.375,6.375
19860820,6.375,6.375
19860821,5.875,5.875
19860822,5.875,5.875
19860823,5.875,5.875
19860824,5.875,5.875
19860825,5.875,5.875
19860826,5.875,5.875
19860827,5.875,5.875
19860828,5.875,5.875
19860829,5.875,5.875
19860830,5.875,5.875
19860831,5.875,5.875
19860901,5.875,5.875
19860902,5.875,5.875
19860903,5.875,5.875
19860904,5.875,5.875
19860905,5.875,5.875
19860906,5.875,5.875
19860907,5.875,5.875
19860908,5.875,5.875
19860909,5.875,5.875
19860910,5.875,5.875
19860911,5.875,5.875
19860912,5.875,5.875
19860913,5.875,5.875
19860914,5.875,5.875
19860915,5.875,5.875
19860916,5.875,5.875
19860917,5.875,5.875
19860918,5.875,5.875
19860919,5.875,5.875
19860920,5.875,5.875
19860921,5.875,5.875
19860922,5.875,5.875
19860923,5.875,5.875
19860924,5.875,5.875
19860925,5.875,5.875
19860926,5.875,5.875
19860927,5.875,5.875
19860928,5.875,5.875
19860929,5.875,5.875
19860930,5.875,5.875
19861001,5.875,5.875
19861002,5.875,5.875
19861003,5.875,5.875
19861004,5.875,5.875
19861005,5.875,5.875
19861006,5.875,5.875
19861007,5.875,5.875
19861008,5.875,5.875
19861009,5.875,5.875
19861010,5.875,5.875
19861011,5.875,5.875
19861012,5.875,5.875
19861013,5.875,5.875
19861014,5.875,5.875
19861015,5.875,5.875
19861016,5.875,5.875
19861017,5.875,5.875
19861018,5.875,5.875
19861019,5.875,5.875
19861020,5.875,5.875
19861021,5.875,5.875
19861022,5.875,5.875
19861023,5.875,5.875
19861024,5.875,5.875
19861025,5.875,5.875
19861026,5.875,5.875
19861027,5.875,5.875
19861028,5.875,5.875
19861029,5.875,5.875
19861030,5.875,5.875
19861031,5.875,5.875
19861101,5.875,5.875
19861102,5.875,5.875
19861103,5.875,5.875
19861104,5.875,5.875
19861105,5.875,5.875
19861106,5.875,5.875
19861107,5.875,5.875
19861108,5.875,5.875
19861109,5.875,5.875
19861110,5.875,5.875
19861111,5.875,5.875
19861112,5.875,5.875
19861113,5.875,5.875
19861114,5.875,5.875
19861115,5.875,5.875
19861116,5.875,5.875
19861117,5.875,5.875
19861118,5.875,5.875
19861119,5.875,5.875
19861120,5.875,5.875
19861121,5.875,5.875
19861122,5.875,5.875
19861123,5.875,5.875
19861124,5.875,5.875
19861125,5.875,5.875
19861126,5.875,5.875
19861127,5.875,5.875
19861128,5.875,5.875
19861129,5.875,5.875
19861130,5.875,5.875
19861201,5.875,5.875
19861202,5.875,5.875
19861203,5.875,5.875
19861204,5.875,5.875
19861205,5.875,5.875
19861206,5.875,5.875
19861207,5.875,5.875
19861208,5.875,5.875
19861209,5.875,5.875
19861210,5.875,5.875
19861211,5.875,5.875
19861212,5.875,5.875
19861213,5.875,5.875
19861214,5.875,5.875
19861215,5.875,5.875
19861216,5.875,5.875
19861217,5.875,5.875
19861218,5.875,5.875
19861219,5.875,5.875
19861220,5.875,5.875
19861221,5.875,5.875
19861222,5.875,5.875
19861223,5.875,5.875
19861224,5.875,5.875
19861225,5.875,5.875
19861226,5.875,5.875
19861227,5.875,5.875
19861228,5.875,5.875
19861229,5.875,5.875
19861230,5.875,5.875
19861231,5.875,5.875
19870101,5.875,5.875
19870102,5.875,5.875
19870103,5.875,5.875
19870104,5.875,5.875
19870105,6.0,6.0
19870106,6.0,6.0
19870107,6.0,6.0
19870108,6.0,6.0
19870109,6.0,6.0
19870110,6.0,6.0
19870111,6.0,6.0
19870112,6.0,6.0
19870113,6.0,6.0
19870114,6.0,6.0
19870115,6.0,6.0
19870116,6.0,6.0
19870117,6.0,6.0
19870118,6.0,6.0
19870119,6.0,6.0
19870120,6.0,6.0
19870121,6.0,6.0
19870122,6.0,6.0
19870123,6.0,6.0
19870124,6.0,6.0
19870125,6.0,6.0
19870126,6.0,6.0
19870127,6.0,6.0
19870128,6.0,6.0
19870129,6.0,6.0
19870130,6.0,6.0
19870131,6.0,6.0
19870201,6.0,6.0
19870202,6.0,6.0
19870203,6.0,6.0
19870204,6.0,6.0
19870205,6.0,6.0
19870206,6.0,6.0
19870207,6.0,6.0
19870208,6.0,6.0
19870209,6.0,6.0
19870210,6.0,6.0
19870211,6.0,6.0
19870212,6.0,6.0
19870213,6.0,6.0
19870214,6.0,6.0
19870215,6.0,6.0
19870216,6.0,6.0
19870217,6.0,6.0
19870218,6.0,6.0
19870219,6.0,6.0
19870220,6.0,6.0
19870221,6.0,6.0
19870222,6.0,6.0
19870223,6.0,6.0
19870224,6.0,6.0
19870225,6.0,6.0
19870226,6.0,6.0
19870227,6.0,6.0
19870228,6.0,6.0
19870301,6.0,6.0
19870302,6.0,6.0
19870303,6.0,6.0
19870304,6.0,6.0
19870305,6.0,6.0
19870306,6.0,6.0
19870307,6.0,6.0
19870308,6.0,6.0
19870309,6.0,6.0
19870310,6.0,6.0
19870311,6.0,6.0
19870312,6.0,6.0
19870313,6.0,6.0
19870314,6.0,6.0
19870315,6.0,6.0
19870316,6.0,6.0
19870317,6.0,6.0
19870318,6.0,6.0
19870319,6.0,6.0
19870320,6.0,6.0
19870321,6.0,6.0
19870322,6.0,6.0
19870323,6.0,6.0
19870324,6.0,6.0
19870325,6.0,6.0
19870326,6.0,6.0
19870327,6.0,6.0
19870328,6.0,6.0
19870329,6.0,6.0
19870330,6.0,6.0
19870331,6.0,6.0
19870401,6.0,6.0
19870402,6.0,6.0
19870403,6.0,6.0
19870404,6.0,6.0
19870405,6.0,6.0
19870406,6.0,6.0
19870407,6.0,6.0
19870408,6.0,6.0
19870409,6.0,6.0
19870410,6.0,6.0
19870411,6.0,6.0
19870412,6.0,6.0
19870413,6.0,6.0
19870414,6.0,6.0
19870415,6.0,6.0
19870416,6.0,6.0
19870417,6.0,6.0
19870418,6.0,6.0
19870419,6.0,6.0
19870420,6.0,6.0
19870421,6.0,6.0
19870422,6.0,6.0
19870423,6.0,6.0
19870424,6.0,6.0
19870425,6.0,6.0
19870426,6.0,6.0
19870427,6.0,6.0
19870428,6.0,6.0
19870429,6.0,6.0
19870430,6.5,6.5
19870501,6.5,6.5
19870502,6.5,6.5
19870503,6.5,6.5
19870504,6.5,6.5
19870505,6.5,6.5
19870506,6.5,6.5
19870507,6.5,6.5
19870508,6.5,6.5
19870509,6.5,6.5
19870510,6.5,6.5
19870511,6.5,6.5
19870512,6.5,6.5
19870513,6.5,6.5
19870514,6.5,6.5
19870515,6.5,6.5
19870516,6.5,6.5
19870517,6.5,6.5
19870518,6.5,6.5
19870519,6.5,6.5
19870520,6.5,6.5
19870521,6.5,6.5
19870522,6.75,6.75
19870523,6.75,6.75
19870524,6.75,6.75
19870525,6.75,6.75
19870526,6.75,6.75
19870527,6.75,6.75
19870528,6.75,6.75
19870529,6.75,6.75
19870530,6.75,6.75
19870531,6.75,6.75
19870601,6.75,6.75
19870602,6.75,6.75
19870603,6.75,6.75
19870604,6.75,6.75
19870605,6.75,6.75
19870606,6.75,6.75
19870607,6.75,6.75
19870608,6.75,6.75
19870609,6.75,6.75
19870610,6.75,6.75
19870611,6.75,6.75
19870612,6.75,6.75
19870613,6.75,6.75
19870614,6.75,6.75
19870615,6.75,6.75
19870616,6.75,6.75
19870617,6.75,6.75
19870618,6.75,6.75
19870619,6.75,6.75
19870620,6.75,6.75
19870621,6.75,6.75
19870622,6.75,6.75
19870623,6.75,6.75
19870624,6.75,6.75
19870625,6.75,6.75
19870626,6.75,6.75
19870627,6.75,6.75
19870628,6.75,6.75
19870629,6.75,6.75
19870630,6.75,6.75
19870701,6.75,6.75
19870702,6.625,6.625
19870703,6.625,6.625
19870704,6.625,6.625
19870705,6.625,6.625
19870706,6.625,6.625
19870707,6.625,6.625
19870708,6.625,6.625
19870709,6.625,6.625
19870710,6.625,6.625
19870711,6.625,6.625
19870712,6.625,6.625
19870713,6.625,6.625
19870714,6.625,6.625
19870715,6.625,6.625
19870716,6.625,6.625
19870717,6.625,6.625
19870718,6.625,6.625
19870719,6.625,6.625
19870720,6.625,6.625
19870721,6.625,6.625
19870722,6.625,6.625
19870723,6.625,6.625
19870724,6.625,6.625
19870725,6.625,6.625
19870726,6.625,6.625
19870727,6.625,6.625
19870728,6.625,6.625
19870729,6.625,6.625
19870730,6.625,6.625
19870731,6.625,6.625
19870801,6.625,6.625
19870802,6.625,6.625
19870803,6.625,6.625
19870804,6.625,6.625
19870805,6.625,6.625
19870806,6.625,6.625
19870807,6.625,6.625
19870808,6.625,6.625
19870809,6.625,6.625
19870810,6.625,6.625
19870811,6.625,6.625
19870812,6.625,6.625
19870813,6.625,6.625
19870814,6.625,6.625
19870815,6.625,6.625
19870816,6.625,6.625
19870817,6.625,6.625
19870818,6.625,6.625
19870819,6.625,6.625
19870820,6.625,6.625
19870821,6.625,6.625
19870822,6.625,6.625
19870823,6.625,6.625
19870824,6.625,6.625
19870825,6.625,6.625
19870826,6.625,6.625
19870827,6.75,6.75
19870828,6.75,6.75
19870829,6.75,6.75
19870830,6.75,6.75
19870831,6.75,6.75
19870901,6.75,6.75
19870902,6.75,6.75
19870903,6.875,6.875
19870904,7.25,7.25
19870905,7.25,7.25
19870906,7.25,7.25
19870907,7.25,7.25
19870908,7.25,7.25
19870909,7.25,7.25
19870910,7.25,7.25
19870911,7.25,7.25
19870912,7.25,7.25
19870913,7.25,7.25
19870914,7.25,7.25
19870915,7.25,7.25
19870916,7.25,7.25
19870917,7.25,7.25
19870918,7.25,7.25
19870919,7.25,7.25
19870920,7.25,7.25
19870921,7.25,7.25
19870922,7.25,7.25
19870923,7.25,7.25
19870924,7.3125,7.3125
19870925,7.3125,7.3125
19870926,7.3125,7.3125
19870927,7.3125,7.3125
19870928,7.3125,7.3125
19870929,7.3125,7.3125
19870930,7.3125,7.3125
19871001,7.3125,7.3125
19871002,7.3125,7.3125
19871003,7.3125,7.3125
19871004,7.3125,7.3125
19871005,7.3125,7.3125
19871006,7.3125,7.3125
19871007,7.3125,7.3125
19871008,7.3125,7.3125
19871009,7.3125,7.3125
19871010,7.3125,7.3125
19871011,7.3125,7.3125
19871012,7.3125,7.3125
19871013,7.3125,7.3125
19871014,7.3125,7.3125
19871015,7.3125,7.3125
19871016,7.3125,7.3125
19871017,7.3125,7.3125
19871018,7.3125,7.3125
19871019,7.3125,7.3125
19871020,7.3125,7.3125
19871021,7.3125,7.3125
19871022,7.3125,7.3125
19871023,7.3125,7.3125
19871024,7.3125,7.3125
19871025,7.3125,7.3125
19871026,7.3125,7.3125
19871027,7.3125,7.3125
19871028,7.3125,7.3125
19871029,7.3125,7.3125
19871030,7.3125,7.3125
19871031,7.3125,7.3125
19871101,7.3125,7.3125
19871102,7.3125,7.3125
19871103,7.3125,7.3125
19871104,6.8125,6.8125
19871105,6.8125,6.8125
19871106,6.8125,6.8125
19871107,6.8125,6.8125
19871108,6.8125,6.8125
19871109,6.8125,6.8125
19871110,6.8125,6.8125
19871111,6.8125,6.8125
19871112,6.8125,6.8125
19871113,6.8125,6.8125
19871114,6.8125,6.8125
19871115,6.8125,6.8125
19871116,6.8125,6.8125
19871117,6.8125,6.8125
19871118,6.8125,6.8125
19871119,6.8125,6.8125
19871120,6.8125,6.8125
19871121,6.8125,6.8125
19871122,6.8125,6.8125
19871123,6.8125,6.8125
19871124,6.8125,6.8125
19871125,6.8125,6.8125
19871126,6.8125,6.8125
19871127,6.8125,6.8125
19871128,6.8125,6.8125
19871129,6.8125,6.8125
19871130,6.8125,6.8125
19871201,6.8125,6.8125
19871202,6.8125,6.8125
19871203,6.8125,6.8125
19871204,6.8125,6.8125
19871205,6.8125,6.8125
19871206,6.8125,6.8125
19871207,6.8125,6.8125
19871208,6.8125,6.8125
19871209,6.8125,6.8125
19871210,6.8125,6.8125
19871211,6.8125,6.8125
19871212,6.8125,6.8125
19871213,6.8125,6.8125
19871214,6.8125,6.8125
19871215,6.8125,6.8125
19871216,6.8125,6.8125
19871217,6.8125,6.8125
19871218,6.8125,6.8125
19871219,6.8125,6.8125
19871220,6.8125,6.8125
19871221,6.8125,6.8125
19871222,6.8125,6.8125
19871223,6.8125,6.8125
19871224,6.8125,6.8125
19871225,6.8125,6.8125
19871226,6.8125,6.8125
19871227,6.8125,6.8125
19871228,6.8125,6.8125
19871229,6.8125,6.8125
19871230,6.8125,6.8125
19871231,6.8125,6.8125
19880101,6.8125,6.8125
19880102,6.8125,6.8125
19880103,6.8125,6.8125
19880104,6.8125,6.8125
19880105,6.8125,6.8125
19880106,6.8125,6.8125
19880107,6.8125,6.8125
19880108,6.8125,6.8125
19880109,6.8125,6.8125
19880110,6.8125,6.8125
19880111,6.8125,6.8125
19880112,6.8125,6.8125
19880113,6.8125,6.8125
19880114,6.8125,6.8125
19880115,6.8125,6.8125
19880116,6.8125,6.8125
19880117,6.8125,6.8125
19880118,6.8125,6.8125
19880119,6.8125,6.8125
19880120,6.8125,6.8125
19880121,6.8125,6.8125
19880122,6.8125,6.8125
19880123,6.8125,6.8125
19880124,6.8125,6.8125
19880125,6.8125,6.8125
19880126,6.8125,6.8125
19880127,6.8125,6.8125
19880128,6.625,6.625
19880129,6.625,6.625
19880130,6.625,6.625
19880131,6.625,6.625
19880201,6.625,6.625
19880202,6.625,6.625
19880203,6.625,6.625
19880204,6.625,6.625
19880205,6.625,6.625
19880206,6.625,6.625
19880207,6.625,6.625
19880208,6.625,6.625
19880209,6.625,6.625
19880210,6.625,6.625
19880211,6.5,6.5
19880212,6.5,6.5
19880213,6.5,6.5
19880214,6.5,6.5
19880215,6.5,6.5
19880216,6.5,6.5
19880217,6.5,6.5
19880218,6.5,6.5
19880219,6.5,6.5
19880220,6.5,6.5
19880221,6.5,6.5
19880222,6.5,6.5
19880223,6.5,6.5
19880224,6.5,6.5
19880225,6.5,6.5
19880226,6.5,6.5
19880227,6.5,6.5
19880228,6.5,6.5
19880229,6.5,6.5
19880301,6.5,6.5
19880302,6.5,6.5
19880303,6.5,6.5
19880304,6.5,6.5
19880305,6.5,6.5
19880306,6.5,6.5
19880307,6.5,6.5
19880308,6.5,6.5
19880309,6.5,6.5
19880310,6.5,6.5
19880311,6.5,6.5
19880312,6.5,6.5
19880313,6.5,6.5
19880314,6.5,6.5
19880315,6.5,6.5
19880316,6.5,6.5
19880317,6.5,6.5
19880318,6.5,6.5
19880319,6.5,6.5
19880320,6.5,6.5
19880321,6.5,6.5
19880322,6.5,6.5
19880323,6.5,6.5
19880324,6.5,6.5
19880325,6.5,6.5
19880326,6.5,6.5
19880327,6.5,6.5
19880328,6.5,6.5
19880329,6.5,6.5
19880330,6.75,6.75
19880331,6.75,6.75
19880401,6.75,6.75
19880402,6.75,6.75
19880403,6.75,6.75
19880404,6.75,6.75
19880405,6.75,6.75
19880406,6.75,6.75
19880407,6.75,6.75
19880408,6.75,6.75
19880409,6.75,6.75
19880410,6.75,6.75
19880411,6.75,6.75
19880412,6.75,6.75
19880413,6.75,6.75
19880414,6.75,6.75
19880415,6.75,6.75
19880416,6.75,6.75
19880417,6.75,6.75
19880418,6.75,6.75
19880419,6.75,6.75
19880420,6.75,6.75
19880421,6.75,6.75
19880422,6.75,6.75
19880423,6.75,6.75
19880424,6.75,6.75
19880425,6.75,6.75
19880426,6.75,6.75
19880427,6.75,6.75
19880428,6.75,6.75
19880429,6.75,6.75
19880430,6.75,6.75
19880501,6.75,6.75
19880502,6.75,6.75
19880503,6.75,6.75
19880504,6.75,6.75
19880505,6.75,6.75
19880506,6.75,6.75
19880507,6.75,6.75
19880508,6.75,6.75
19880509,7.0,7.0
19880510,7.0,7.0
19880511,7.0,7.0
19880512,7.0,7.0
19880513,7.0,7.0
19880514,7.0,7.0
19880515,7.0,7.0
19880516,7.0,7.0
19880517,7.0,7.0
19880518,7.0,7.0
19880519,7.0,7.0
19880520,7.0,7.0
19880521,7.0,7.0
19880522,7.0,7.0
19880523,7.0,7.0
19880524,7.0,7.0
19880525,7.25,7.25
19880526,7.25,7.25
19880527,7.25,7.25
19880528,7.25,7.25
19880529,7.25,7.25
19880530,7.25,7.25
19880531,7.25,7.25
19880601,7.25,7.25
19880602,7.25,7.25
19880603,7.25,7.25
19880604,7.25,7.25
19880605,7.25,7.25
19880606,7.25,7.25
19880607,7.25,7.25
19880608,7.25,7.25
19880609,7.25,7.25
19880610,7.25,7.25
19880611,7.25,7.25
19880612,7.25,7.25
19880613,7.25,7.25
19880614,7.25,7.25
19880615,7.25,7.25
19880616,7.25,7.25
19880617,7.25,7.25
19880618,7.25,7.25
19880619,7.25,7.25
19880620,7.25,7.25
19880621,7.25,7.25
19880622,7.4375,7.4375
19880623,7.4375,7.4375
19880624,7.4375,7.4375
19880625,7.4375,7.4375
19880626,7.4375,7.4375
19880627,7.4375,7.4375
19880628,7.4375,7.4375
19880629,7.4375,7.4375
19880630,7.4375,7.4375
19880701,7.5,7.5
19880702,7.5,7.5
19880703,7.5,7.5
19880704,7.5,7.5
19880705,7.5,7.5
19880706,7.5,7.5
19880707,7.5,7.5
19880708,7.5,7.5
19880709,7.5,7.5
19880710,7.5,7.5
19880711,7.5,7.5
19880712,7.5,7.5
19880713,7.5,7.5
19880714,7.5,7.5
19880715,7.5,7.5
19880716,7.5,7.5
19880717,7.5,7.5
19880718,7.5,7.5
19880719,7.6875,7.6875
19880720,7.6875,7.6875
19880721,7.6875,7.6875
19880722,7.6875,7.6875
19880723,7.6875,7.6875
19880724,7.6875,7.6875
19880725,7.6875,7.6875
19880726,7.6875,7.6875
19880727,7.6875,7.6875
19880728,7.6875,7.6875
19880729,7.6875,7.6875
19880730,7.6875,7.6875
19880731,7.6875,7.6875
19880801,7.6875,7.6875
19880802,7.6875,7.6875
19880803,7.6875,7.6875
19880804,7.6875,7.6875
19880805,7.6875,7.6875
19880806,7.6875,7.6875
19880807,7.6875,7.6875
19880808,7.75,7.75
19880809,8.125,8.125
19880810,8.125,8.125
19880811,8.125,8.125
19880812,8.125,8.125
19880813,8.125,8.125
19880814,8.125,8.125
19880815,8.125,8.125
19880816,8.125,8.125
19880817,8.125,8.125
19880818,8.125,8.125
19880819,8.125,8.125
19880820,8.125,8.125
19880821,8.125,8.125
19880822,8.125,8.125
19880823,8.125,8.125
19880824,8.125,8.125
19880825,8.125,8.125
19880826,8.125,8.125
19880827,8.125,8.125
19880828,8.125,8.125
19880829,8.125,8.125
19880830,8.125,8.125
19880831,8.125,8.125
19880901,8.125,8.125
19880902,8.125,8.125
19880903,8.125,8.125
19880904,8.125,8.125
19880905,8.125,8.125
19880906,8.125,8.125
19880907,8.125,8.125
19880908,8.125,8.125
19880909,8.125,8.125
19880910,8.125,8.125
19880911,8.125,8.125
19880912,8.125,8.125
19880913,8.125,8.125
19880914,8.125,8.125
19880915,8.125,8.125
19880916,8.125,8.125
19880917,8.125,8.125
19880918,8.125,8.125
19880919,8.125,8.125
19880920,8.125,8.125
19880921,8.125,8.125
19880922,8.125,8.125
19880923,8.125,8.125
19880924,8.125,8.125
19880925,8.125,8.125
19880926,8.125,8.125
19880927,8.125,8.125
19880928,8.125,8.125
19880929,8.125,8.125
19880930,8.125,8.125
19881001,8.125,8.125
19881002,8.125,8.125
19881003,8.125,8.125
19881004,8.125,8.125
19881005,8.125,8.125
19881006,8.125,8.125
19881007,8.125,8.125
19881008,8.125,8.125
19881009,8.125,8.125
19881010,8.125,8.125
19881011,8.125,8.125
19881012,8.125,8.125
19881013,8.125,8.125
19881014,8.125,8.125
19881015,8.125,8.125
19881016,8.125,8.125
19881017,8.125,8.125
19881018,8.125,8.125
19881019,8.125,8.125
19881020,8.125,8.125
19881021,8.125,8.125
19881022,8.125,8.125
19881023,8.125,8.125
19881024,8.125,8.125
19881025,8.125,8.125
19881026,8.125,8.125
19881027,8.125,8.125
19881028,8.125,8.125
19881029,8.125,8.125
19881030,8.125,8.125
19881031,8.125,8.125
19881101,8.125,8.125
19881102,8.125,8.125
19881103,8.125,8.125
19881104,8.125,8.125
19881105,8.125,8.125
19881106,8.125,8.125
19881107,8.125,8.125
19881108,8.125,8.125
19881109,8.125,8.125
19881110,8.125,8.125
19881111,8.125,8.125
19881112,8.125,8.125
19881113,8.125,8.125
19881114,8.125,8.125
19881115,8.125,8.125
19881116,8.125,8.125
19881117,8.3125,8.3125
19881118,8.3125,8.3125
19881119,8.3125,8.3125
19881120,8.3125,8.3125
19881121,8.3125,8.3125
19881122,8.375,8.375
19881123,8.375,8.375
19881124,8.375,8.375
19881125,8.375,8.375
19881126,8.375,8.375
19881127,8.375,8.375
19881128,8.375,8.375
19881129,8.375,8.375
19881130,8.375,8.375
19881201,8.375,8.375
19881202,8.375,8.375
19881203,8.375,8.375
19881204,8.375,8.375
19881205,8.375,8.375
19881206,8.375,8.375
19881207,8.375,8.375
19881208,8.375,8.375
19881209,8.375,8.375
19881210,8.375,8.375
19881211,8.375,8.375
19881212,8.375,8.375
19881213,8.375,8.375
19881214,8.375,8.375
19881215,8.6875,8.6875
19881216,8.6875,8.6875
19881217,8.6875,8.6875
19881218,8.6875,8.6875
19881219,8.6875,8.6875
19881220,8.6875,8.6875
19881221,8.6875,8.6875
19881222,8.6875,8.6875
19881223,8.6875,8.6875
19881224,8.6875,8.6875
19881225,8.6875,8.6875
19881226,8.6875,8.6875
19881227,8.6875,8.6875
19881228,8.6875,8.6875
