,L,U
20120321,0.0,0.25
20120322,0.0,0.25
20120323,0.0,0.25
20120324,0.0,0.25
20120325,0.0,0.25
20120326,0.0,0.25
20120327,0.0,0.25
20120328,0.0,0.25
20120329,0.0,0.25
20120330,0.0,0.25
20120331,0.0,0.25
20120401,0.0,0.25
20120402,0.0,0.25
20120403,0.0,0.25
20120404,0.0,0.25
20120405,0.0,0.25
20120406,0.0,0.25
20120407,0.0,0.25
20120408,0.0,0.25
20120409,0.0,0.25
20120410,0.0,0.25
20120411,0.0,0.25
20120412,0.0,0.25
20120413,0.0,0.25
20120414,0.0,0.25
20120415,0.0,0.25
20120416,0.0,0.25
20120417,0.0,0.25
20120418,0.0,0.25
20120419,0.0,0.25
20120420,0.0,0.25
20120421,0.0,0.25
20120422,0.0,0.25
20120423,0.0,0.25
20120424,0.0,0.25
20120425,0.0,0.25
20120426,0.0,0.25
20120427,0.0,0.25
20120428,0.0,0.25
20120429,0.0,0.25
20120430,0.0,0.25
20120501,0.0,0.25
20120502,0.0,0.25
20120503,0.0,0.25
20120504,0.0,0.25
20120505,0.0,0.25
20120506,0.0,0.25
20120507,0.0,0.25
20120508,0.0,0.25
20120509,0.0,0.25
20120510,0.0,0.25
20120511,0.0,0.25
20120512,0.0,0.25
20120513,0.0,0.25
20120514,0.0,0.25
20120515,0.0,0.25
20120516,0.0,0.25
20120517,0.0,0.25
20120518,0.0,0.25
20120519,0.0,0.25
20120520,0.0,0.25
20120521,0.0,0.25
20120522,0.0,0.25
20120523,0.0,0.25
20120524,0.0,0.25
20120525,0.0,0.25
20120526,0.0,0.25
20120527,0.0,0.25
20120528,0.0,0.25
20120529,0.0,0.25
20120530,0.0,0.25
20120531,0.0,0.25
20120601,0.0,0.25
20120602,0.0,0.25
20120603,0.0,0.25
20120604,0.0,0.25
20120605,0.0,0.25
20120606,0.0,0.25
20120607,0.0,0.25
20120608,0.0,0.25
20120609,0.0,0.25
20120610,0.0,0.25
20120611,0.0,0.25
20120612,0.0,0.25
20120613,0.0,0.25
20120614,0.0,0.25
20120615,0.0,0.25
20120616,0.0,0.25
20120617,0.0,0.25
20120618,0.0,0.25
20120619,0.0,0.25
20120620,0.0,0.25
20120621,0.0,0.25
20120622,0.0,0.25
20120623,0.0,0.25
20120624,0.0,0.25
20120625,0.0,0.25
20120626,0.0,0.25
20120627,0.0,0.25
20120628,0.0,0.25
20120629,0.0,0.25
20120630,0.0,0.25
20120701,0.0,0.25
20120702,0.0,0.25
20120703,0.0,0.25
20120704,0.0,0.25
20120705,0.0,0.25
20120706,0.0,0.25
20120707,0.0,0.25
20120708,0.0,0.25
20120709,0.0,0.25
20120710,0.0,0.25
20120711,0.0,0.25
20120712,0.0,0.25
20120713,0.0,0.25
20120714,0.0,0.25
20120715,0.0,0.25
20120716,0.0,0.25
20120717,0.0,0.25
20120718,0.0,0.25
20120719,0.0,0.25
20120720,0.0,0.25
20120721,0.0,0.25
20120722,0.0,0.25
20120723,0.0,0.25
20120724,0.0,0.25
20120725,0.0,0.25
20120726,0.0,0.25
20120727,0.0,0.25
20120728,0.0,0.25
20120729,0.0,0.25
20120730,0.0,0.25
20120731,0.0,0.25
20120801,0.0,0.25
20120802,0.0,0.25
20120803,0.0,0.25
20120804,0.0,0.25
20120805,0.0,0.25
20120806,0.0,0.25
20120807,0.0,0.25
20120808,0.0,0.25
20120809,0.0,0.25
20120810,0.0,0.25
20120811,0.0,0.25
20120812,0.0,0.25
20120813,0.0,0.25
20120814,0.0,0.25
20120815,0.0,0.25
20120816,0.0,0.25
20120817,0.0,0.25
20120818,0.0,0.25
20120819,0.0,0.25
20120820,0.0,0.25
20120821,0.0,0.25
20120822,0.0,0.25
20120823,0.0,0.25
20120824,0.0,0.25
20120825,0.0,0.25
20120826,0.0,0.25
20120827,0.0,0.25
20120828,0.0,0.25
20120829,0.0,0.25
20120830,0.0,0.25
20120831,0.0,0.25
20120901,0.0,0.25
20120902,0.0,0.25
20120903,0.0,0.25
20120904,0.0,0.25
20120905,0.0,0.25
20120906,0.0,0.25
20120907,0.0,0.25
20120908,0.0,0.25
20120909,0.0,0.25
20120910,0.0,0.25
20120911,0.0,0.25
20120912,0.0,0.25
20120913,0.0,0.25
20120914,0.0,0.25
20120915,0.0,0.25
20120916,0.0,0.25
20120917,0.0,0.25
20120918,0.0,0.25
20120919,0.0,0.25
20120920,0.0,0.25
20120921,0.0,0.25
20120922,0.0,0.25
20120923,0.0,0.25
20120924,0.0,0.25
20120925,0.0,0.25
20120926,0.0,0.25
20120927,0.0,0.25
20120928,0.0,0.25
20120929,0.0,0.25
20120930,0.0,0.25
20121001,0.0,0.25
20121002,0.0,0.25
20121003,0.0,0.25
20121004,0.0,0.25
20121005,0.0,0.25
20121006,0.0,0.25
20121007,0.0,0.25
20121008,0.0,0.25
20121009,0.0,0.25
20121010,0.0,0.25
20121011,0.0,0.25
20121012,0.0,0.25
20121013,0.0,0.25
20121014,0.0,0.25
20121015,0.0,0.25
20121016,0.0,0.25
20121017,0.0,0.25
20121018,0.0,0.25
20121019,0.0,0.25
20121020,0.0,0.25
20121021,0.0,0.25
20121022,0.0,0.25
20121023,0.0,0.25
20121024,0.0,0.25
20121025,0.0,0.25
20121026,0.0,0.25
20121027,0.0,0.25
20121028,0.0,0.25
20121029,0.0,0.25
20121030,0.0,0.25
20121031,0.0,0.25
20121101,0.0,0.25
20121102,0.0,0.25
20121103,0.0,0.25
20121104,0.0,0.25
20121105,0.0,0.25
20121106,0.0,0.25
20121107,0.0,0.25
20121108,0.0,0.25
20121109,0.0,0.25
20121110,0.0,0.25
20121111,0.0,0.25
20121112,0.0,0.25
20121113,0.0,0.25
20121114,0.0,0.25
20121115,0.0,0.25
20121116,0.0,0.25
20121117,0.0,0.25
20121118,0.0,0.25
20121119,0.0,0.25
20121120,0.0,0.25
20121121,0.0,0.25
20121122,0.0,0.25
20121123,0.0,0.25
20121124,0.0,0.25
20121125,0.0,0.25
20121126,0.0,0.25
20121127,0.0,0.25
20121128,0.0,0.25
20121129,0.0,0.25
20121130,0.0,0.25
20121201,0.0,0.25
20121202,0.0,0.25
20121203,0.0,0.25
20121204,0.0,0.25
20121205,0.0,0.25
20121206,0.0,0.25
20121207,0.0,0.25
20121208,0.0,0.25
20121209,0.0,0.25
20121210,0.0,0.25
20121211,0.0,0.25
20121212,0.0,0.25
20121213,0.0,0.25
20121214,0.0,0.25
20121215,0.0,0.25
20121216,0.0,0.25
20121217,0.0,0.25
20121218,0.0,0.25
20121219,0.0,0.25
20121220,0.0,0.25
20121221,0.0,0.25
20121222,0.0,0.25
20121223,0.0,0.25
20121224,0.0,0.25
20121225,0.0,0.25
20121226,0.0,0.25
20121227,0.0,0.25
20121228,0.0,0.25
20121229,0.0,0.25
20121230,0.0,0.25
20121231,0.0,0.25
20130101,0.0,0.25
20130102,0.0,0.25
20130103,0.0,0.25
20130104,0.0,0.25
20130105,0.0,0.25
20130106,0.0,0.25
20130107,0.0,0.25
20130108,0.0,0.25
20130109,0.0,0.25
20130110,0.0,0.25
20130111,0.0,0.25
20130112,0.0,0.25
20130113,0.0,0.25
20130114,0.0,0.25
20130115,0.0,0.25
20130116,0.0,0.25
20130117,0.0,0.25
20130118,0.0,0.25
20130119,0.0,0.25
20130120,0.0,0.25
20130121,0.0,0.25
20130122,0.0,0.25
20130123,0.0,0.25
20130124,0.0,0.25
20130125,0.0,0.25
20130126,0.0,0.25
20130127,0.0,0.25
20130128,0.0,0.25
20130129,0.0,0.25
20130130,0.0,0.25
20130131,0.0,0.25
20130201,0.0,0.25
20130202,0.0,0.25
20130203,0.0,0.25
20130204,0.0,0.25
20130205,0.0,0.25
20130206,0.0,0.25
20130207,0.0,0.25
20130208,0.0,0.25
20130209,0.0,0.25
20130210,0.0,0.25
20130211,0.0,0.25
20130212,0.0,0.25
20130213,0.0,0.25
20130214,0.0,0.25
20130215,0.0,0.25
20130216,0.0,0.25
20130217,0.0,0.25
20130218,0.0,0.25
20130219,0.0,0.25
20130220,0.0,0.25
20130221,0.0,0.25
20130222,0.0,0.25
20130223,0.0,0.25
20130224,0.0,0.25
20130225,0.0,0.25
20130226,0.0,0.25
20130227,0.0,0.25
20130228,0.0,0.25
20130301,0.0,0.25
20130302,0.0,0.25
20130303,0.0,0.25
20130304,0.0,0.25
20130305,0.0,0.25
20130306,0.0,0.25
20130307,0.0,0.25
20130308,0.0,0.25
20130309,0.0,0.25
20130310,0.0,0.25
20130311,0.0,0.25
20130312,0.0,0.25
20130313,0.0,0.25
20130314,0.0,0.25
20130315,0.0,0.25
20130316,0.0,0.25
20130317,0.0,0.25
20130318,0.0,0.25
20130319,0.0,0.25
20130320,0.0,0.25
20130321,0.0,0.25
20130322,0.0,0.25
20130323,0.0,0.25
20130324,0.0,0.25
20130325,0.0,0.25
20130326,0.0,0.25
20130327,0.0,0.25
20130328,0.0,0.25
20130329,0.0,0.25
20130330,0.0,0.25
20130331,0.0,0.25
20130401,0.0,0.25
20130402,0.0,0.25
20130403,0.0,0.25
20130404,0.0,0.25
20130405,0.0,0.25
20130406,0.0,0.25
20130407,0.0,0.25
20130408,0.0,0.25
20130409,0.0,0.25
20130410,0.0,0.25
20130411,0.0,0.25
20130412,0.0,0.25
20130413,0.0,0.25
20130414,0.0,0.25
20130415,0.0,0.25
20130416,0.0,0.25
20130417,0.0,0.25
20130418,0.0,0.25
20130419,0.0,0.25
20130420,0.0,0.25
20130421,0.0,0.25
20130422,0.0,0.25
20130423,0.0,0.25
20130424,0.0,0.25
20130425,0.0,0.25
20130426,0.0,0.25
20130427,0.0,0.25
20130428,0.0,0.25
20130429,0.0,0.25
20130430,0.0,0.25
20130501,0.0,0.25
20130502,0.0,0.25
20130503,0.0,0.25
20130504,0.0,0.25
20130505,0.0,0.25
20130506,0.0,0.25
20130507,0.0,0.25
20130508,0.0,0.25
20130509,0.0,0.25
20130510,0.0,0.25
20130511,0.0,0.25
20130512,0.0,0.25
20130513,0.0,0.25
20130514,0.0,0.25
20130515,0.0,0.25
20130516,0.0,0.25
20130517,0.0,0.25
20130518,0.0,0.25
20130519,0.0,0.25
20130520,0.0,0.25
20130521,0.0,0.25
20130522,0.0,0.25
20130523,0.0,0.25
20130524,0.0,0.25
20130525,0.0,0.25
20130526,0.0,0.25
20130527,0.0,0.25
20130528,0.0,0.25
20130529,0.0,0.25
20130530,0.0,0.25
20130531,0.0,0.25
20130601,0.0,0.25
20130602,0.0,0.25
20130603,0.0,0.25
20130604,0.0,0.25
20130605,0.0,0.25
20130606,0.0,0.25
20130607,0.0,0.25
20130608,0.0,0.25
20130609,0.0,0.25
20130610,0.0,0.25
20130611,0.0,0.25
20130612,0.0,0.25
20130613,0.0,0.25
20130614,0.0,0.25
20130615,0.0,0.25
20130616,0.0,0.25
20130617,0.0,0.25
20130618,0.0,0.25
20130619,0.0,0.25
20130620,0.0,0.25
20130621,0.0,0.25
20130622,0.0,0.25
20130623,0.0,0.25
20130624,0.0,0.25
20130625,0.0,0.25
20130626,0.0,0.25
20130627,0.0,0.25
20130628,0.0,0.25
20130629,0.0,0.25
20130630,0.0,0.25
20130701,0.0,0.25
20130702,0.0,0.25
20130703,0.0,0.25
20130704,0.0,0.25
20130705,0.0,0.25
20130706,0.0,0.25
20130707,0.0,0.25
20130708,0.0,0.25
20130709,0.0,0.25
20130710,0.0,0.25
20130711,0.0,0.25
20130712,0.0,0.25
20130713,0.0,0.25
20130714,0.0,0.25
20130715,0.0,0.25
20130716,0.0,0.25
20130717,0.0,0.25
20130718,0.0,0.25
20130719,0.0,0.25
20130720,0.0,0.25
20130721,0.0,0.25
20130722,0.0,0.25
20130723,0.0,0.25
20130724,0.0,0.25
20130725,0.0,0.25
20130726,0.0,0.25
20130727,0.0,0.25
20130728,0.0,0.25
20130729,0.0,0.25
20130730,0.0,0.25
20130731,0.0,0.25
20130801,0.0,0.25
20130802,0.0,0.25
20130803,0.0,0.25
20130804,0.0,0.25
20130805,0.0,0.25
20130806,0.0,0.25
20130807,0.0,0.25
20130808,0.0,0.25
20130809,0.0,0.25
20130810,0.0,0.25
20130811,0.0,0.25
20130812,0.0,0.25
20130813,0.0,0.25
20130814,0.0,0.25
20130815,0.0,0.25
20130816,0.0,0.25
20130817,0.0,0.25
20130818,0.0,0.25
20130819,0.0,0.25
20130820,0.0,0.25
20130821,0.0,0.25
20130822,0.0,0.25
20130823,0.0,0.25
20130824,0.0,0.25
20130825,0.0,0.25
20130826,0.0,0.25
20130827,0.0,0.25
20130828,0.0,0.25
20130829,0.0,0.25
20130830,0.0,0.25
20130831,0.0,0.25
20130901,0.0,0.25
20130902,0.0,0.25
20130903,0.0,0.25
20130904,0.0,0.25
20130905,0.0,0.25
20130906,0.0,0.25
20130907,0.0,0.25
20130908,0.0,0.25
20130909,0.0,0.25
20130910,0.0,0.25
20130911,0.0,0.25
20130912,0.0,0.25
20130913,0.0,0.25
20130914,0.0,0.25
20130915,0.0,0.25
20130916,0.0,0.25
20130917,0.0,0.25
20130918,0.0,0.25
20130919,0.0,0.25
20130920,0.0,0.25
20130921,0.0,0.25
20130922,0.0,0.25
20130923,0.0,0.25
20130924,0.0,0.25
20130925,0.0,0.25
20130926,0.0,0.25
20130927,0.0,0.25
20130928,0.0,0.25
20130929,0.0,0.25
20130930,0.0,0.25
20131001,0.0,0.25
20131002,0.0,0.25
20131003,0.0,0.25
20131004,0.0,0.25
20131005,0.0,0.25
20131006,0.0,0.25
20131007,0.0,0.25
20131008,0.0,0.25
20131009,0.0,0.25
20131010,0.0,0.25
20131011,0.0,0.25
20131012,0.0,0.25
20131013,0.0,0.25
20131014,0.0,0.25
20131015,0.0,0.25
20131016,0.0,0.25
20131017,0.0,0.25
20131018,0.0,0.25
20131019,0.0,0.25
20131020,0.0,0.25
20131021,0.0,0.25
20131022,0.0,0.25
20131023,0.0,0.25
20131024,0.0,0.25
20131025,0.0,0.25
20131026,0.0,0.25
20131027,0.0,0.25
20131028,0.0,0.25
20131029,0.0,0.25
20131030,0.0,0.25
20131031,0.0,0.25
20131101,0.0,0.25
20131102,0.0,0.25
20131103,0.0,0.25
20131104,0.0,0.25
20131105,0.0,0.25
20131106,0.0,0.25
20131107,0.0,0.25
20131108,0.0,0.25
20131109,0.0,0.25
20131110,0.0,0.25
20131111,0.0,0.25
20131112,0.0,0.25
20131113,0.0,0.25
20131114,0.0,0.25
20131115,0.0,0.25
20131116,0.0,0.25
20131117,0.0,0.25
20131118,0.0,0.25
20131119,0.0,0.25
20131120,0.0,0.25
20131121,0.0,0.25
20131122,0.0,0.25
20131123,0.0,0.25
20131124,0.0,0.25
20131125,0.0,0.25
20131126,0.0,0.25
20131127,0.0,0.25
20131128,0.0,0.25
20131129,0.0,0.25
20131130,0.0,0.25
20131201,0.0,0.25
20131202,0.0,0.25
20131203,0.0,0.25
20131204,0.0,0.25
20131205,0.0,0.25
20131206,0.0,0.25
20131207,0.0,0.25
20131208,0.0,0.25
20131209,0.0,0.25
20131210,0.0,0.25
20131211,0.0,0.25
20131212,0.0,0.25
20131213,0.0,0.25
20131214,0.0,0.25
20131215,0.0,0.25
20131216,0.0,0.25
20131217,0.0,0.25
20131218,0.0,0.25
20131219,0.0,0.25
20131220,0.0,0.25
20131221,0.0,0.25
20131222,0.0,0.25
20131223,0.0,0.25
20131224,0.0,0.25
20131225,0.0,0.25
20131226,0.0,0.25
20131227,0.0,0.25
20131228,0.0,0.25
20131229,0.0,0.25
20131230,0.0,0.25
20131231,0.0,0.25
20140101,0.0,0.25
20140102,0.0,0.25
20140103,0.0,0.25
20140104,0.0,0.25
20140105,0.0,0.25
20140106,0.0,0.25
20140107,0.0,0.25
20140108,0.0,0.25
20140109,0.0,0.25
20140110,0.0,0.25
20140111,0.0,0.25
20140112,0.0,0.25
20140113,0.0,0.25
20140114,0.0,0.25
20140115,0.0,0.25
20140116,0.0,0.25
20140117,0.0,0.25
20140118,0.0,0.25
20140119,0.0,0.25
20140120,0.0,0.25
20140121,0.0,0.25
20140122,0.0,0.25
20140123,0.0,0.25
20140124,0.0,0.25
20140125,0.0,0.25
20140126,0.0,0.25
20140127,0.0,0.25
20140128,0.0,0.25
20140129,0.0,0.25
20140130,0.0,0.25
20140131,0.0,0.25
20140201,0.0,0.25
20140202,0.0,0.25
20140203,0.0,0.25
20140204,0.0,0.25
20140205,0.0,0.25
20140206,0.0,0.25
20140207,0.0,0.25
20140208,0.0,0.25
20140209,0.0,0.25
20140210,0.0,0.25
20140211,0.0,0.25
20140212,0.0,0.25
20140213,0.0,0.25
20140214,0.0,0.25
20140215,0.0,0.25
20140216,0.0,0.25
20140217,0.0,0.25
20140218,0.0,0.25
20140219,0.0,0.25
20140220,0.0,0.25
20140221,0.0,0.25
20140222,0.0,0.25
20140223,0.0,0.25
20140224,0.0,0.25
20140225,0.0,0.25
20140226,0.0,0.25
20140227,0.0,0.25
20140228,0.0,0.25
20140301,0.0,0.25
20140302,0.0,0.25
20140303,0.0,0.25
20140304,0.0,0.25
20140305,0.0,0.25
20140306,0.0,0.25
20140307,0.0,0.25
20140308,0.0,0.25
20140309,0.0,0.25
20140310,0.0,0.25
20140311,0.0,0.25
20140312,0.0,0.25
20140313,0.0,0.25
20140314,0.0,0.25
20140315,0.0,0.25
20140316,0.0,0.25
20140317,0.0,0.25
20140318,0.0,0.25
20140319,0.0,0.25
20140320,0.0,0.25
20140321,0.0,0.25
20140322,0.0,0.25
20140323,0.0,0.25
20140324,0.0,0.25
20140325,0.0,0.25
20140326,0.0,0.25
20140327,0.0,0.25
20140328,0.0,0.25
20140329,0.0,0.25
20140330,0.0,0.25
20140331,0.0,0.25
20140401,0.0,0.25
20140402,0.0,0.25
20140403,0.0,0.25
20140404,0.0,0.25
20140405,0.0,0.25
20140406,0.0,0.25
20140407,0.0,0.25
20140408,0.0,0.25
20140409,0.0,0.25
20140410,0.0,0.25
20140411,0.0,0.25
20140412,0.0,0.25
20140413,0.0,0.25
20140414,0.0,0.25
20140415,0.0,0.25
20140416,0.0,0.25
20140417,0.0,0.25
20140418,0.0,0.25
20140419,0.0,0.25
20140420,0.0,0.25
20140421,0.0,0.25
20140422,0.0,0.25
20140423,0.0,0.25
20140424,0.0,0.25
20140425,0.0,0.25
20140426,0.0,0.25
20140427,0.0,0.25
20140428,0.0,0.25
20140429,0.0,0.25
20140430,0.0,0.25
20140501,0.0,0.25
20140502,0.0,0.25
20140503,0.0,0.25
20140504,0.0,0.25
20140505,0.0,0.25
20140506,0.0,0.25
20140507,0.0,0.25
20140508,0.0,0.25
20140509,0.0,0.25
20140510,0.0,0.25
20140511,0.0,0.25
20140512,0.0,0.25
20140513,0.0,0.25
20140514,0.0,0.25
20140515,0.0,0.25
20140516,0.0,0.25
20140517,0.0,0.25
20140518,0.0,0.25
20140519,0.0,0.25
20140520,0.0,0.25
20140521,0.0,0.25
20140522,0.0,0.25
20140523,0.0,0.25
20140524,0.0,0.25
20140525,0.0,0.25
20140526,0.0,0.25
20140527,0.0,0.25
20140528,0.0,0.25
20140529,0.0,0.25
20140530,0.0,0.25
20140531,0.0,0.25
20140601,0.0,0.25
20140602,0.0,0.25
20140603,0.0,0.25
20140604,0.0,0.25
20140605,0.0,0.25
20140606,0.0,0.25
20140607,0.0,0.25
20140608,0.0,0.25
20140609,0.0,0.25
20140610,0.0,0.25
20140611,0.0,0.25
20140612,0.0,0.25
20140613,0.0,0.25
20140614,0.0,0.25
20140615,0.0,0.25
20140616,0.0,0.25
20140617,0.0,0.25
20140618,0.0,0.25
20140619,0.0,0.25
20140620,0.0,0.25
20140621,0.0,0.25
20140622,0.0,0.25
20140623,0.0,0.25
20140624,0.0,0.25
20140625,0.0,0.25
20140626,0.0,0.25
20140627,0.0,0.25
20140628,0.0,0.25
20140629,0.0,0.25
20140630,0.0,0.25
20140701,0.0,0.25
20140702,0.0,0.25
20140703,0.0,0.25
20140704,0.0,0.25
20140705,0.0,0.25
20140706,0.0,0.25
20140707,0.0,0.25
20140708,0.0,0.25
20140709,0.0,0.25
20140710,0.0,0.25
20140711,0.0,0.25
20140712,0.0,0.25
20140713,0.0,0.25
20140714,0.0,0.25
20140715,0.0,0.25
20140716,0.0,0.25
20140717,0.0,0.25
20140718,0.0,0.25
20140719,0.0,0.25
20140720,0.0,0.25
20140721,0.0,0.25
20140722,0.0,0.25
20140723,0.0,0.25
20140724,0.0,0.25
20140725,0.0,0.25
20140726,0.0,0.25
20140727,0.0,0.25
20140728,0.0,0.25
20140729,0.0,0.25
20140730,0.0,0.25
20140731,0.0,0.25
20140801,0.0,0.25
20140802,0.0,0.25
20140803,0.0,0.25
20140804,0.0,0.25
20140805,0.0,0.25
20140806,0.0,0.25
20140807,0.0,0.25
20140808,0.0,0.25
20140809,0.0,0.25
20140810,0.0,0.25
20140811,0.0,0.25
20140812,0.0,0.25
20140813,0.0,0.25
20140814,0.0,0.25
20140815,0.0,0.25
20140816,0.0,0.25
20140817,0.0,0.25
20140818,0.0,0.25
20140819,0.0,0.25
20140820,0.0,0.25
20140821,0.0,0.25
20140822,0.0,0.25
20140823,0.0,0.25
20140824,0.0,0.25
20140825,0.0,0.25
20140826,0.0,0.25
20140827,0.0,0.25
20140828,0.0,0.25
20140829,0.0,0.25
20140830,0.0,0.25
20140831,0.0,0.25
20140901,0.0,0.25
20140902,0.0,0.25
20140903,0.0,0.25
20140904,0.0,0.25
20140905,0.0,0.25
20140906,0.0,0.25
20140907,0.0,0.25
20140908,0.0,0.25
20140909,0.0,0.25
20140910,0.0,0.25
20140911,0.0,0.25
20140912,0.0,0.25
20140913,0.0,0.25
20140914,0.0,0.25
20140915,0.0,0.25
20140916,0.0,0.25
20140917,0.0,0.25
20140918,0.0,0.25
20140919,0.0,0.25
20140920,0.0,0.25
20140921,0.0,0.25
20140922,0.0,0.25
20140923,0.0,0.25
20140924,0.0,0.25
20140925,0.0,0.25
20140926,0.0,0.25
20140927,0.0,0.25
20140928,0.0,0.25
20140929,0.0,0.25
20140930,0.0,0.25
20141001,0.0,0.25
20141002,0.0,0.25
20141003,0.0,0.25
20141004,0.0,0.25
20141005,0.0,0.25
20141006,0.0,0.25
20141007,0.0,0.25
20141008,0.0,0.25
20141009,0.0,0.25
20141010,0.0,0.25
20141011,0.0,0.25
20141012,0.0,0.25
20141013,0.0,0.25
20141014,0.0,0.25
20141015,0.0,0.25
20141016,0.0,0.25
20141017,0.0,0.25
20141018,0.0,0.25
20141019,0.0,0.25
20141020,0.0,0.25
20141021,0.0,0.25
20141022,0.0,0.25
20141023,0.0,0.25
20141024,0.0,0.25
20141025,0.0,0.25
20141026,0.0,0.25
20141027,0.0,0.25
20141028,0.0,0.25
20141029,0.0,0.25
20141030,0.0,0.25
20141031,0.0,0.25
20141101,0.0,0.25
20141102,0.0,0.25
20141103,0.0,0.25
20141104,0.0,0.25
20141105,0.0,0.25
20141106,0.0,0.25
20141107,0.0,0.25
20141108,0.0,0.25
20141109,0.0,0.25
20141110,0.0,0.25
20141111,0.0,0.25
20141112,0.0,0.25
20141113,0.0,0.25
20141114,0.0,0.25
20141115,0.0,0.25
20141116,0.0,0.25
20141117,0.0,0.25
20141118,0.0,0.25
20141119,0.0,0.25
20141120,0.0,0.25
20141121,0.0,0.25
20141122,0.0,0.25
20141123,0.0,0.25
20141124,0.0,0.25
20141125,0.0,0.25
20141126,0.0,0.25
20141127,0.0,0.25
20141128,0.0,0.25
20141129,0.0,0.25
20141130,0.0,0.25
20141201,0.0,0.25
20141202,0.0,0.25
20141203,0.0,0.25
20141204,0.0,0.25
20141205,0.0,0.25
20141206,0.0,0.25
20141207,0.0,0.25
20141208,0.0,0.25
20141209,0.0,0.25
20141210,0.0,0.25
20141211,0.0,0.25
20141212,0.0,0.25
20141213,0.0,0.25
20141214,0.0,0.25
20141215,0.0,0.25
20141216,0.0,0.25
20141217,0.0,0.25
20141218,0.0,0.25
20141219,0.0,0.25
20141220,0.0,0.25
20141221,0.0,0.25
20141222,0.0,0.25
20141223,0.0,0.25
20141224,0.0,0.25
20141225,0.0,0.25
20141226,0.0,0.25
20141227,0.0,0.25
20141228,0.0,0.25
20141229,0.0,0.25
20141230,0.0,0.25
20141231,0.0,0.25
20150101,0.0,0.25
20150102,0.0,0.25
20150103,0.0,0.25
20150104,0.0,0.25
20150105,0.0,0.25
20150106,0.0,0.25
20150107,0.0,0.25
20150108,0.0,0.25
20150109,0.0,0.25
20150110,0.0,0.25
20150111,0.0,0.25
20150112,0.0,0.25
20150113,0.0,0.25
20150114,0.0,0.25
20150115,0.0,0.25
20150116,0.0,0.25
20150117,0.0,0.25
20150118,0.0,0.25
20150119,0.0,0.25
20150120,0.0,0.25
20150121,0.0,0.25
20150122,0.0,0.25
20150123,0.0,0.25
20150124,0.0,0.25
20150125,0.0,0.25
20150126,0.0,0.25
20150127,0.0,0.25
20150128,0.0,0.25
20150129,0.0,0.25
20150130,0.0,0.25
20150131,0.0,0.25
20150201,0.0,0.25
20150202,0.0,0.25
20150203,0.0,0.25
20150204,0.0,0.25
20150205,0.0,0.25
20150206,0.0,0.25
20150207,0.0,0.25
20150208,0.0,0.25
20150209,0.0,0.25
20150210,0.0,0.25
20150211,0.0,0.25
20150212,0.0,0.25
20150213,0.0,0.25
20150214,0.0,0.25
20150215,0.0,0.25
20150216,0.0,0.25
20150217,0.0,0.25
20150218,0.0,0.25
20150219,0.0,0.25
20150220,0.0,0.25
20150221,0.0,0.25
20150222,0.0,0.25
20150223,0.0,0.25
20150224,0.0,0.25
20150225,0.0,0.25
20150226,0.0,0.25
20150227,0.0,0.25
20150228,0.0,0.25
20150301,0.0,0.25
20150302,0.0,0.25
20150303,0.0,0.25
20150304,0.0,0.25
20150305,0.0,0.25
20150306,0.0,0.25
20150307,0.0,0.25
20150308,0.0,0.25
20150309,0.0,0.25
20150310,0.0,0.25
20150311,0.0,0.25
20150312,0.0,0.25
20150313,0.0,0.25
20150314,0.0,0.25
20150315,0.0,0.25
20150316,0.0,0.25
20150317,0.0,0.25
20150318,0.0,0.25
20150319,0.0,0.25
20150320,0.0,0.25
20150321,0.0,0.25
20150322,0.0,0.25
20150323,0.0,0.25
20150324,0.0,0.25
20150325,0.0,0.25
20150326,0.0,0.25
20150327,0.0,0.25
20150328,0.0,0.25
20150329,0.0,0.25
20150330,0.0,0.25
20150331,0.0,0.25
20150401,0.0,0.25
20150402,0.0,0.25
20150403,0.0,0.25
20150404,0.0,0.25
20150405,0.0,0.25
20150406,0.0,0.25
20150407,0.0,0.25
20150408,0.0,0.25
20150409,0.0,0.25
20150410,0.0,0.25
20150411,0.0,0.25
20150412,0.0,0.25
20150413,0.0,0.25
20150414,0.0,0.25
20150415,0.0,0.25
20150416,0.0,0.25
20150417,0.0,0.25
20150418,0.0,0.25
20150419,0.0,0.25
20150420,0.0,0.25
20150421,0.0,0.25
20150422,0.0,0.25
20150423,0.0,0.25
20150424,0.0,0.25
20150425,0.0,0.25
20150426,0.0,0.25
20150427,0.0,0.25
20150428,0.0,0.25
20150429,0.0,0.25
20150430,0.0,0.25
20150501,0.0,0.25
20150502,0.0,0.25
20150503,0.0,0.25
20150504,0.0,0.25
20150505,0.0,0.25
20150506,0.0,0.25
20150507,0.0,0.25
20150508,0.0,0.25
20150509,0.0,0.25
20150510,0.0,0.25
20150511,0.0,0.25
20150512,0.0,0.25
20150513,0.0,0.25
20150514,0.0,0.25
20150515,0.0,0.25
20150516,0.0,0.25
20150517,0.0,0.25
20150518,0.0,0.25
20150519,0.0,0.25
20150520,0.0,0.25
20150521,0.0,0.25
20150522,0.0,0.25
20150523,0.0,0.25
20150524,0.0,0.25
20150525,0.0,0.25
20150526,0.0,0.25
20150527,0.0,0.25
20150528,0.0,0.25
20150529,0.0,0.25
20150530,0.0,0.25
